Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 OCT 2024,ARTNIRMAN,BE,ART NIRMAN LIMITED       ,Listed    ,18 OCT 2024,              10.00,          24956000,             60.55,     1511335360.00 
18 OCT 2024,ARVEE,EQ,ARVEE LABORATORIES I LTD ,Listed    ,18 OCT 2024,              10.00,          11020000,            194.90,     2147577600.00     
18 OCT 2024,ARVIND,EQ,ARVIND LIMITED           ,Listed    ,18 OCT 2024,              10.00,         261730474,            360.25,    94288403258.50    
18 OCT 2024,ARVINDFASN,EQ,ARVIND FASHIONS LIMITED  ,Listed    ,18 OCT 2024,               4.00,         133207913,            600.55,    79998012152.15
18 OCT 2024,ARVSMART,EQ,ARVIND SMARTSPACES LTD   ,Listed    ,18 OCT 2024,              10.00,          45554479,            833.35,    37962825074.65  
18 OCT 2024,ASAHIINDIA,EQ,ASAHI INDIA GLASS LIMITED,Listed    ,18 OCT 2024,               1.00,         243089931,            713.95,   173554056237.45
18 OCT 2024,ASAHISONG,BE,ASAHI SONGWON COLOR LTD  ,Listed    ,18 OCT 2024,              10.00,          11787262,            451.10,     5317233888.20 
18 OCT 2024,ASAL,EQ,AUTOMOTIVE STAMPINGS & AS,Listed    ,18 OCT 2024,              10.00,          15864397,            695.65,    11036067773.05      
18 OCT 2024,ASALCBR,EQ,ASSO ALCOHOLS & BREW LTD ,Listed    ,18 OCT 2024,              10.00,          18079200,            932.85,    16865181720.00   
18 OCT 2024,ASCOM,ST,ASCOM LEASIN & INVEST LTD,Listed    ,17 OCT 2024,              10.00,          11714180,            129.95,     1522257691.00     
18 OCT 2024,ASHALOG,SM,ASHAPURA LOGISTICS LTD   ,Listed    ,18 OCT 2024,              10.00,          13556121,            113.20,     1534552897.20   
18 OCT 2024,ASHAPURMIN,EQ,ASHAPURA MINECHEM LTD    ,Listed    ,18 OCT 2024,               2.00,          91486098,            304.80,    27884962670.40
18 OCT 2024,ASHIANA,EQ,ASHIANA HOUSING LTD      ,Listed    ,18 OCT 2024,               2.00,         100524857,            314.60,    31625120012.20   
18 OCT 2024,ASHIMASYN,BE,ASHIMA LTD               ,Listed    ,18 OCT 2024,              10.00,         191660078,             33.35,     6391863601.30 
18 OCT 2024,ASHOKA,EQ,ASHOKA BUILDCON LTD      ,Listed    ,18 OCT 2024,               5.00,         280723217,            247.05,    69355477992.00    
18 OCT 2024,ASHOKAMET,BE,ASHOKA METCAST LIMITED   ,Listed    ,18 OCT 2024,              10.00,          24996000,             27.15,      679141320.00 
18 OCT 2024,ASHOKLEY,EQ,ASHOK LEYLAND LTD        ,Listed    ,18 OCT 2024,               1.00,        2936427276,            223.30,   655645482185.30  
18 OCT 2024,ASIANENE,EQ,ASIAN ENERGY SERVICES LTD,Listed    ,18 OCT 2024,              10.00,          40924444,            357.90,    14646858507.60  
18 OCT 2024,ASIANHOTNR,EQ,ASIAN HOTELS (NORTH) LTD ,Listed    ,18 OCT 2024,              10.00,          19453229,            199.70,     3884809831.30
18 OCT 2024,ASIANPAINT,EQ,ASIAN PAINTS LIMITED     ,Listed    ,18 OCT 2024,               1.00,         959197790,           2992.15,  2870063667348.50
18 OCT 2024,ASIANTILES,EQ,ASIAN GRANITO IND. LTD.  ,Listed    ,18 OCT 2024,              10.00,         126745316,             74.05,     9384223196.65
18 OCT 2024,ASKAUTOLTD,EQ,ASK AUTOMOTIVE LIMITED   ,Listed    ,18 OCT 2024,               2.00,         197142600,            420.30,    82859034780.00
18 OCT 2024,ASLIND,SM,ASL INDUSTRIES LIMITED   ,Listed    ,18 OCT 2024,              10.00,          10417090,             42.00,      437517780.00    
18 OCT 2024,ASMS,EQ,BARTRONICS INDIA LIMITED ,Listed    ,18 OCT 2024,               1.00,         304576740,             22.65,     6895617393.60      
18 OCT 2024,ASPINWALL,EQ,ASPINWALL & CO LTD       ,Listed    ,18 OCT 2024,              10.00,           7818288,            282.40,     2207884531.20 
18 OCT 2024,ASPIRE,SM,ASPIRE & INNOVATIVE ADV L,Listed    ,18 OCT 2024,              10.00,          15178000,             76.70,     1164152600.00    
18 OCT 2024,ASTEC,EQ,ASTEC LIFESCIENCES LTD   ,Listed    ,18 OCT 2024,              10.00,          19611371,           1083.00,    21239114793.00     
18 OCT 2024,ASTERDM,EQ,ASTER DM HEALTHCARE LTD. ,Listed    ,18 OCT 2024,              10.00,         499513060,            425.25,   212417928765.00   
18 OCT 2024,ASTRAL,EQ,ASTRAL LIMITED           ,Listed    ,18 OCT 2024,               1.00,         268627009,           1871.70,   502789172745.30    
18 OCT 2024,ASTRAMICRO,EQ,ASTRA MICROWAVE LTD      ,Listed    ,18 OCT 2024,               2.00,          94945008,            802.80,    76221852422.40
18 OCT 2024,ASTRAZEN,EQ,ASTRAZENECA PHARMA IND LT,Listed    ,18 OCT 2024,               2.00,          25000000,           7520.30,   188007500000.00  
18 OCT 2024,ASTRON,EQ,ASTRON PAPER BORD MIL LTD,Listed    ,18 OCT 2024,              10.00,          46500000,             21.80,     1014630000.00    
18 OCT 2024,ATALREAL,EQ,ATAL REALTECH LIMITED    ,Listed    ,18 OCT 2024,               2.00,         111015000,              9.45,     1050201900.00  
18 OCT 2024,ATAM,EQ,ATAM VALVES LIMITED      ,Listed    ,18 OCT 2024,              10.00,          11463000,            150.55,     1725983910.00      
18 OCT 2024,ATFL,EQ,AGRO TECH FOODS LIMITED  ,Listed    ,18 OCT 2024,              10.00,          24369264,            945.25,    23035046796.00      
18 OCT 2024,ATGL,EQ,ADANI TOTAL GAS LIMITED  ,Listed    ,18 OCT 2024,               1.00,        1099810083,            732.60,   805720866805.80      
18 OCT 2024,ATL,EQ,ALLCARGO TERMINALS LTD   ,Listed    ,18 OCT 2024,               2.00,         245695524,             42.15,    10360980247.10       
18 OCT 2024,ATLANTAA,BE,ATLANTAA LIMITED         ,Listed    ,18 OCT 2024,               2.00,          81500000,             52.85,     4305645000.00  
18 OCT 2024,ATMASTCO,ST,ATMASTCO LIMITED         ,Listed    ,18 OCT 2024,              10.00,          24734690,            219.55,     5430501189.50  
18 OCT 2024,ATUL,EQ,ATUL LTD                 ,Listed    ,18 OCT 2024,              10.00,          29441755,           7774.50,   228894924247.50      
18 OCT 2024,ATULAUTO,EQ,ATUL AUTO LIMITED        ,Listed    ,18 OCT 2024,               5.00,          27751280,            628.05,    17429191404.00  
18 OCT 2024,AUBANK,EQ,AU SMALL FINANCE BANK LTD,Listed    ,18 OCT 2024,              10.00,         743423358,            683.65,   508241378696.70    
18 OCT 2024,AURDIS,SM,AURANGABAD DISTILLERY LTD,Listed    ,17 OCT 2024,              10.00,          10250000,            341.95,     3504987500.00    
18 OCT 2024,AURIONPRO,EQ,AURIONPRO SOLN LTD       ,Listed    ,18 OCT 2024,              10.00,          55213530,           1723.55,    95163279631.50 
18 OCT 2024,AUROIMPEX,SM,AURO IMPEX & CHEMICALS L ,Listed    ,18 OCT 2024,              10.00,          12200800,             86.45,     1054759160.00 
18 OCT 2024,AUROPHARMA,EQ,AUROBINDO PHARMA LTD     ,Listed    ,18 OCT 2024,               1.00,         580801623,           1472.70,   855346550192.10
18 OCT 2024,AUSL,SM,ADITYA ULTRA STEEL LTD   ,Listed    ,18 OCT 2024,              10.00,          24835568,             55.30,     1373406910.40      
18 OCT 2024,AUSOMENT,EQ,AUSOM ENTERPRISE LIMITED ,Listed    ,18 OCT 2024,              10.00,          13623552,            158.85,     2163828764.15  
18 OCT 2024,AUTOAXLES,EQ,AUTOMOTIVE AXLES LIMITED ,Listed    ,18 OCT 2024,              10.00,          15111975,           1867.15,    28216324121.25 
18 OCT 2024,AUTOIND,EQ,AUTOLINE INDUSTRIES LTD  ,Listed    ,18 OCT 2024,              10.00,          38963164,            114.05,     4443748854.20   
18 OCT 2024,AVADHSUGAR,EQ,AVADH SUG & ENERGY LTD   ,Listed    ,18 OCT 2024,              10.00,          20018420,            681.10,    13634545862.00
18 OCT 2024,AVALON,EQ,AVALON TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,               2.00,          65984770,            590.35,    38954108969.50    
18 OCT 2024,AVANTEL,EQ,AVANTEL LIMITED          ,Listed    ,18 OCT 2024,               2.00,         243269580,            175.60,    42715705552.20   
18 OCT 2024,AVANTIFEED,EQ,AVANTI FEEDS LIMITED     ,Listed    ,18 OCT 2024,               1.00,         136245630,            619.85,    84451853755.50
18 OCT 2024,AVG,EQ,AVG LOGISTICS LIMITED    ,Listed    ,18 OCT 2024,              10.00,          13657720,            528.75,     7221519450.00       
18 OCT 2024,AVIANSH,SM,AVI ANSH TEXTILE LIMITED ,Listed    ,18 OCT 2024,              10.00,          13976930,             81.20,     1134926716.00   
18 OCT 2024,AVONMORE,BE,AVONMORE CAP&MGT SERV LTD,Listed    ,18 OCT 2024,               1.00,         233532200,             16.60,     3874299198.00  
18 OCT 2024,AVPINFRA,ST,AVP INFRACON LIMITED     ,Listed    ,18 OCT 2024,              10.00,          24979200,            139.75,     3490843200.00  
18 OCT 2024,AVROIND,BE,AVRO INDIA LIMITED       ,Listed    ,18 OCT 2024,              10.00,          10087400,            148.80,     1501005120.00   
18 OCT 2024,AVSL,ST,AVSL INDUSTRIES LIMITED  ,Listed    ,09 OCT 2024,              10.00,           5331120,            185.00,      986257200.00      
18 OCT 2024,AVTNPL,EQ,AVT NATURAL PRODUCTS LTD ,Listed    ,18 OCT 2024,               1.00,         152284000,             85.10,    12960891240.00    
18 OCT 2024,AWFIS,EQ,AWFIS SPACE SOLUTIONS LTD,Listed    ,18 OCT 2024,              10.00,          70211862,            752.75,    52851979120.50     
18 OCT 2024,AWHCL,EQ,ANTONY WASTE HDG CELL LTD,Listed    ,18 OCT 2024,               5.00,          28382100,            808.25,    22939832325.00     
18 OCT 2024,AWL,EQ,ADANI WILMAR LIMITED     ,Listed    ,18 OCT 2024,               1.00,        1299678605,            329.00,   427594261045.00       
18 OCT 2024,AXISBANK,EQ,AXIS BANK LIMITED        ,Listed    ,18 OCT 2024,               2.00,        3093061524,           1196.85,  3701930684999.40  
18 OCT 2024,AXISCADES,EQ,AXISCADES TECH LTD       ,Listed    ,18 OCT 2024,               5.00,          42235645,            520.30,    21975206093.50 
18 OCT 2024,AXITA,EQ,AXITA COTTON LIMITED     ,Listed    ,18 OCT 2024,               1.00,         347837344,             15.00,     5221038533.45     
18 OCT 2024,AYMSYNTEX,BE,AYM SYNTEX LIMITED       ,Listed    ,18 OCT 2024,              10.00,          50731264,            240.90,    12220654184.95 
18 OCT 2024,AZAD,EQ,AZAD ENGINEERING LIMITED ,Listed    ,18 OCT 2024,               2.00,          59112993,           1581.10,    93463553232.30      
18 OCT 2024,BABAFP,SM,BABA FOOD PROCESSING     ,Listed    ,18 OCT 2024,              10.00,          16326403,             57.65,      941217132.95    
18 OCT 2024,BAFNAPH,BE,BAFNA PHARMACEUTICALS LTD,Listed    ,18 OCT 2024,              10.00,          23656335,             80.55,     1905990910.95   
18 OCT 2024,BAGFILMS,EQ,B.A.G FILMS AND MEDIA LTD,Listed    ,18 OCT 2024,               2.00,         197747749,             11.25,     2226639653.75  
18 OCT 2024,BAHETI,SM,BAHETI RECYCLING IND LTD ,Listed    ,18 OCT 2024,              10.00,          10368530,            382.00,     3960778460.00    
18 OCT 2024,BAIDFIN,BE,BAID FINSERV LIMITED     ,Listed    ,18 OCT 2024,               2.00,         120068300,             16.00,     1919892117.00   
18 OCT 2024,BAJAJ-AUTO,EQ,BAJAJ AUTO LIMITED       ,Listed    ,18 OCT 2024,              10.00,         279257608,          10063.95,  2810434604031.60
18 OCT 2024,BAJAJCON,EQ,BAJAJ CONSUMER CARE LTD  ,Listed    ,18 OCT 2024,               1.00,         137052803,            229.00,    31382350830.95  
18 OCT 2024,BAJAJELEC,EQ,BAJAJ ELECT.LTD          ,Listed    ,18 OCT 2024,               2.00,         115232953,            860.10,    99111862875.30 
18 OCT 2024,BAJAJFINSV,EQ,BAJAJ FINSERV LTD.       ,Listed    ,18 OCT 2024,               1.00,        1596662097,           1819.90,  2905765350330.30
18 OCT 2024,BAJAJHCARE,EQ,BAJAJ HEALTHCARE LIMITED ,Listed    ,18 OCT 2024,               5.00,          27598400,            382.20,    10548108480.00
18 OCT 2024,BAJAJHFL,EQ,BAJAJ HOUSING FINANCE LTD,Listed    ,18 OCT 2024,              10.00,        8328146701,            139.35,  1160360679850.35  
18 OCT 2024,BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LT,Listed    ,18 OCT 2024,               1.00,        1277359942,             37.35,    47696620234.30 
18 OCT 2024,BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVS LTD,Listed    ,18 OCT 2024,              10.00,         111293510,          10240.40,  1139690059804.00
18 OCT 2024,BAJEL,EQ,BAJEL PROJECTS LIMITED   ,Listed    ,18 OCT 2024,               2.00,         115535278,            267.30,    30882579809.40     
18 OCT 2024,BAJFINANCE,EQ,BAJAJ FINANCE LIMITED    ,Listed    ,18 OCT 2024,               2.00,         618996320,           6899.55,  4270796059656.00
18 OCT 2024,BALAJEE,EQ,SHREE TIRUPATI BALAJEE L ,Listed    ,18 OCT 2024,              10.00,          81570852,             72.75,     5934279483.00   
18 OCT 2024,BALAJITELE,BE,BALAJI TELEFILMS LTD.    ,Listed    ,18 OCT 2024,               2.00,         101528968,             60.65,     6159762488.55
18 OCT 2024,BALAMINES,EQ,BALAJI AMINES LIMITED    ,Listed    ,18 OCT 2024,               2.00,          32401000,           2173.60,    70426813600.00 
18 OCT 2024,BALAXI,EQ,BALAXI PHARMA LTD        ,Listed    ,18 OCT 2024,               2.00,          55207500,             95.40,     5267899650.00    
18 OCT 2024,BALCO,ST,SOLVE PLASTIC PRODUCTS L ,Listed    ,18 OCT 2024,              10.00,           4368250,             56.00,      244622000.00     
18 OCT 2024,BALKRISHNA,EQ,BALKRISHNA PAPER MILLS L ,Listed    ,18 OCT 2024,              10.00,          32219532,             24.85,      800010979.55
18 OCT 2024,BALKRISIND,EQ,BALKRISHNA IND. LTD      ,Listed    ,18 OCT 2024,               2.00,         193317190,           2998.65,   579690591793.50
18 OCT 2024,BALMLAWRIE,EQ,BALMER LAWRIE & CO LTD   ,Listed    ,18 OCT 2024,              10.00,         171003846,            258.15,    44144642844.90
18 OCT 2024,BALPHARMA,BE,BAL PHARMA LTD.          ,Listed    ,18 OCT 2024,              10.00,          15920872,            130.15,     2072260699.50 
18 OCT 2024,BALRAMCHIN,EQ,BALRAMPUR CHINI MILLS LTD,Listed    ,18 OCT 2024,               1.00,         201749245,            638.25,   128766455621.25
18 OCT 2024,BALUFORGE,EQ,BALU FORGE INDUSTRIES LTD,Listed    ,18 OCT 2024,              10.00,         104941900,            844.50,    88623434550.00 
18 OCT 2024,BANARBEADS,EQ,BANARAS BEADS LTD        ,Listed    ,18 OCT 2024,              10.00,           6636222,            144.25,      957208661.30
18 OCT 2024,BANARISUG,EQ,BANNARI AMMAN SUGARS LTD ,Listed    ,18 OCT 2024,              10.00,          12539700,           3760.85,    47159930745.00 
18 OCT 2024,BANCOINDIA,EQ,BANCO PRODUCTS (I) LTD   ,Listed    ,18 OCT 2024,               2.00,          71518650,            710.60,    50821152690.00
18 OCT 2024,BANDHANBNK,EQ,BANDHAN BANK LIMITED     ,Listed    ,18 OCT 2024,              10.00,        1610970925,            191.95,   309241978763.00
18 OCT 2024,BANG,EQ,BANG OVERSEAS LTD.       ,Listed    ,18 OCT 2024,              10.00,          13560000,             54.60,      740104800.00      
18 OCT 2024,BANKA,EQ,BANKA BIOLOO LIMITED     ,Listed    ,18 OCT 2024,              10.00,          10846582,            131.40,     1425457806.45     
18 OCT 2024,BANKBARODA,EQ,BANK OF BARODA           ,Listed    ,18 OCT 2024,               2.00,        5171362179,            247.95,  1282342679526.65
18 OCT 2024,BANKINDIA,EQ,BANK OF INDIA            ,Listed    ,18 OCT 2024,              10.00,        4552667866,            104.80,   477210645714.10 
18 OCT 2024,BANSALWIRE,EQ,BANSAL WIRE INDUSTRIES L ,Listed    ,18 OCT 2024,               5.00,         156555952,            424.75,    66497140612.00
18 OCT 2024,BANSWRAS,EQ,BANSWARA SYNTEX LIMITED  ,Listed    ,18 OCT 2024,               5.00,          34232084,            140.30,     4803103706.05  
18 OCT 2024,BARBEQUE,EQ,BARBEQUE NATION HOSP. LTD,Listed    ,18 OCT 2024,               5.00,          39072942,            631.15,    24660887343.30  
18 OCT 2024,BASF,EQ,BASF INDIA LTD           ,Listed    ,18 OCT 2024,              10.00,          43285640,           8018.85,   347101054314.00      
18 OCT 2024,BASILIC,SM,BASILIC FLY STUDIO LTD   ,Listed    ,18 OCT 2024,              10.00,          23240000,            414.60,     9635304000.00   
18 OCT 2024,BASML,BE,BANNARI AM SPIN MILL LTD.,Listed    ,18 OCT 2024,               5.00,          64841871,             55.55,     3601317515.35     
18 OCT 2024,BATAINDIA,EQ,BATA INDIA LTD           ,Listed    ,18 OCT 2024,               5.00,         128527540,           1464.95,   188286419723.00 
18 OCT 2024,BAWEJA,SM,BAWEJA STUDIOS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          18427001,             79.20,     1459418479.20    
18 OCT 2024,BAYERCROP,EQ,BAYER CROPSCIENCE LTD    ,Permitted ,18 OCT 2024,              10.00,          44942092,           6576.05,   295541444096.60 
18 OCT 2024,BBL,EQ,BHARAT BIJLEE LTD        ,Listed    ,18 OCT 2024,               5.00,          11303120,           4810.80,    54377049696.00       
18 OCT 2024,BBOX,EQ,BLACK BOX LIMITED        ,Listed    ,18 OCT 2024,               2.00,         168075090,            502.50,    84457732725.00      
18 OCT 2024,BBTC,EQ,BOMBAY BURMAH TRADING COR,Listed    ,18 OCT 2024,               2.00,          69771900,           2683.80,   187253825220.00      
18 OCT 2024,BBTCL,EQ,B&B TRIPLEWALL CONT LTD  ,Listed    ,18 OCT 2024,              10.00,          20511240,            220.80,     4528881792.00     
18 OCT 2024,BCLIND,EQ,BCL INDUSTRIES LIMITED   ,Listed    ,18 OCT 2024,               1.00,         295163340,             56.05,    16538001940.20    
18 OCT 2024,BCONCEPTS,EQ,BRAND CONCEPTS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          11217800,            598.05,     6708805290.00 
18 OCT 2024,BDL,EQ,BHARAT DYNAMICS LIMITED  ,Listed    ,18 OCT 2024,               5.00,         366562500,           1129.85,   414160640625.00       
18 OCT 2024,BDR,IT,BDR BUILDCON LIMITED     ,Listed    ,10 MAR 2017,              10.00,           6645000,             87.65,      582434250.00       
